Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
50C28E30  mov eax,league of leg.50CCDADC                                    L"vn"
50C28E36  mov eax,league of leg.50CCDAE4                                    L"ang"
50C28E3C  mov eax,league of leg.50CCDAEC                                    L"eng"
50C28E42  mov eax,league of leg.50CCDAF4                                    L"ing"
50C28E48  mov eax,league of leg.50CCDAFC                                    L"ong"
50C29A70  push league of leg.50CE0A48                                       "$	"
50C29FA0  push league of leg.50CCB710                                       "%d"
50C2A3A9  push league of leg.50CC69B4                                       "%02x"
50C2A659  push league of leg.50CCDB0C                                       "%s;%d;0x%lx"
50C2AA99  push league of leg.50CCDB18                                       "%lx%lx%lx%lx"
50C2AF69  push league of leg.50CC69B4                                       "%02x"
50C2C78C  push league of leg.50CC5734                                       "map/set<T> too long"
50C2CB22  push league of leg.50CC5734                                       "map/set<T> too long"
50C2D38A  push league of leg.50CC5850                                       "invalid map/set<T> iterator"
50C2E873  push league of leg.50CCB3BC                                       "TP3DrvDll"
50C2E942  mov ecx,league of leg.50CCB3C8                                    "mhelp.dat"
50C2EABE  push league of leg.50CCB3C8                                       "mhelp.dat"
50C2EACD  push league of leg.50CCB3D4                                       "ICreateIDrvObj"
50C2EB5E  mov dword ptr ss:[esp+10],league of leg.50CCDC10                  "ProtectFile"
50C2ED13  mov edx,league of leg.50CCB628                                    "gray"
50C2EEFA  push league of leg.50CCB39C                                       "config"
50C2EF0C  mov edx,league of leg.50CCB5D8                                    "version"
50C2EF7C  push league of leg.50CCB5E0                                       "%d%02d%02d"
50C2EF9B  mov edx,league of leg.50CCB5EC                                    "timestamp"
50C2F006  push league of leg.50CCDBC8                                       "tesmonitor"
50C2F090  mov ecx,league of leg.50CCB600                                    "x64"
50C2F097  mov ecx,league of leg.50CCB604                                    "x86"
50C2F0B0  mov edx,league of leg.50CCB608                                    "rule"
50C2F185  push league of leg.50CCB610                                       "function"
50C2F1C8  mov edx,league of leg.50CCB620                                    "name"
50C2F25E  mov edx,league of leg.50CCB630                                    "s1"
50C2F2AC  mov edx,league of leg.50CCB634                                    "s2"
50C2F2F2  mov edx,league of leg.50CCB638                                    "s3"
50C2F338  mov edx,league of leg.50CCB63C                                    "s4"
50C2F37E  mov edx,league of leg.50CCB640                                    "s5"
50C2F3C4  mov edx,league of leg.50CCB644                                    "s6"
50C2F40A  mov edx,league of leg.50CCB648                                    "s7"
50C2F450  mov edx,league of leg.50CCB64C                                    "s8"
50C2F4CB  push league of leg.50CCDBD4                                       "TesMon"
50C2F4E5  mov edx,league of leg.50CCB620                                    "name"
50C2F530  mov edx,league of leg.50CCDBDC                                    "start"
50C2FED5  push league of leg.50CC69E8                                       "%02X"
50C30718  push league of leg.50CCC000                                       "%s/tenprotect_id_%u.tmp"
50C307B3  push league of leg.50CC97BC                                       "rb"
50C3080B  push league of leg.50CCC018                                       "wb"
50C309FE  mov eax,dword ptr ds:[50CC69AC]                                   "\??\"
50C30A03  mov edx,dword ptr ds:[50CC699C]                                   "\SystemRoot\"
50C30A16  mov eax,dword ptr ds:[50CC69A0]                                   "temRoot\"
50C30A25  mov ecx,dword ptr ds:[50CC69A4]                                   "oot\"
50C30A8A  push league of leg.50CC572C                                       "%s\%s"
50C30FBF  add dword ptr ss:[esp],4208B141                                   "QcQ"
50C314D7  mov ebx,10F141B5                                                  "narRevel.skn"
50C316C0  push league of leg.50CCDCF8                                       "TPHELPER.EXE"
50C31776  mov ecx,league of leg.50CC6084                                    "SeDebugPrivilege"
50C31780  mov ecx,league of leg.50CCBA40                                    "SeLoadDriverPrivilege"
50C31869  push league of leg.50CCDD08                                       "Global\{1111111-2222222-333333-444444}"
50C31870  push 1F0003                                                       "windows\system32\user32.dll"
50C31881  push league of leg.50CCDD08                                       "Global\{1111111-2222222-333333-444444}"
50C319CC  push league of leg.50CCDD30                                       L"Global\TenProtectTesMonLoadMutex"
50C31A48  push league of leg.50CCDD08                                       "Global\{1111111-2222222-333333-444444}"
50C31A4F  push 1F0003                                                       "windows\system32\user32.dll"
50C31BAA  adc byte ptr ds:[ecx+10EE1A00],bl                                 "KindredWolfSkin01.blnd"
50C31BB9  adc byte ptr ss:[ebp+10B5BC07],dl                                 "aracters\Sivir\Scripts\SivirBotSummonerSpellsTUTORIAL.inibin"
50C32B79  push league of leg.50CCBD50                                       "QueryFullProcessImageNameA"
50C32B7E  push league of leg.50CC9384                                       "kernel32.dll"
50C32C30  mov dword ptr ss:[esp+40],league of leg.50CCBC54                  "%s\smss.exe"
50C32C38  mov dword ptr ss:[esp+44],league of leg.50CCBC60                  "%s\services.exe"
50C32C40  mov dword ptr ss:[esp+48],league of leg.50CCBC70                  "%s\winlogon.exe"
50C32C48  mov dword ptr ss:[esp+4C],league of leg.50CCBC80                  "%s\wininit.exe"
50C32C50  mov dword ptr ss:[esp+50],league of leg.50CCBC90                  "%s\svchost.exe"
50C32C58  mov dword ptr ss:[esp+54],league of leg.50CCBCA0                  "%s\audiodg.exe"
50C32C60  mov dword ptr ss:[esp+58],league of leg.50CCBCB0                  "%s\lsass.exe"
50C32C68  mov dword ptr ss:[esp+5C],league of leg.50CCBCC0                  "%s\dwm.exe"
50C32C70  mov dword ptr ss:[esp+60],league of leg.50CCBCCC                  "%s\csrss.exe"
50C32EAA  push league of leg.50CCBCDC                                       "avp.exe"
50C32EBE  push league of leg.50CCBCE4                                       "kvsrvxp.exe"
50C330E6  mov esi,dword ptr ds:[50CCBCF0]                                   "smss.exe"
50C330F2  mov edi,dword ptr ds:[50CCBCF4]                                   ".exe"
50C33172  mov edx,dword ptr ds:[50CCBCFC]                                   "csrss.exe"
50C3317F  mov eax,dword ptr ds:[50CCBD00]                                   "s.exe"
50C33210  mov eax,dword ptr ds:[50CCBD08]                                   "svchost.exe"
50C33215  mov ecx,dword ptr ds:[50CCBD0C]                                   "ost.exe"
50C3321B  mov edx,dword ptr ds:[50CCBD10]                                   "exe"
50C33253  mov esi,dword ptr ds:[50CC6074]                                   "services.exe"
50C33259  mov edi,dword ptr ds:[50CC6078]                                   "ices.exe"
50C33270  mov ebp,dword ptr ds:[50CC607C]                                   ".exe"
50C332E2  mov edx,dword ptr ds:[50CCBD14]                                   "audiodg.exe"
50C332E8  mov eax,dword ptr ds:[50CCBD18]                                   "odg.exe"
50C332ED  mov ecx,dword ptr ds:[50CCBD1C]                                   "exe"
50C3336A  mov edx,dword ptr ds:[50CCBD20]                                   "lsass.exe"
50C33377  mov eax,dword ptr ds:[50CCBD24]                                   "s.exe"
50C333AF  mov eax,dword ptr ds:[50CCBD2C]                                   "winlogon.exe"
50C333B4  mov ecx,dword ptr ds:[50CCBD30]                                   "ogon.exe"
50C333BA  mov edx,dword ptr ds:[50CCBD34]                                   ".exe"
50C333F9  mov edx,dword ptr ds:[50CCBD3C]                                   "wininit.exe"
50C33414  mov eax,dword ptr ds:[50CCBD40]                                   "nit.exe"
50C33419  mov ecx,dword ptr ds:[50CCBD44]                                   "exe"
50C33484  mov edx,dword ptr ds:[50CCBD2C]                                   "winlogon.exe"
50C3348A  mov eax,dword ptr ds:[50CCBD30]                                   "ogon.exe"
50C3348F  mov ecx,dword ptr ds:[50CCBD34]                                   ".exe"
50C334CD  mov ecx,dword ptr ds:[50CCBD3C]                                   "wininit.exe"
50C334D3  mov edx,dword ptr ds:[50CCBD40]                                   "nit.exe"
50C334D9  mov eax,dword ptr ds:[50CCBD44]                                   "exe"
50C33513  mov edx,dword ptr ds:[50CCBD48]                                   "dwm.exe"
50C33519  mov eax,dword ptr ds:[50CCBD4C]                                   "exe"
50C33FF8  push league of leg.50CCDE0C                                       "tm_help.dll"
50C340AA  push league of leg.50CCDE18                                       "http://down.qq.com/iedsafe/Client/tenprotect_mon"
50C340AF  push league of leg.50CCDE4C                                       "%s/86/%d.%d.%d.%d/gifnoc.bin"
50C34221  push league of leg.50CCDE6C                                       "config\x64\"
50C34228  push league of leg.50CCDE78                                       "config\x86\"
50C34303  push league of leg.50CCB610                                       "function"
50C3450B  mov edx,league of leg.50CCB628                                    "gray"
50C345E7  push league of leg.50CCDE6C                                       "config\x64\"
50C345EE  push league of leg.50CCDE78                                       "config\x86\"
50C34607  push league of leg.50CCDBD4                                       "TesMon"
50C3461C  mov edx,league of leg.50CCB620                                    "name"
50C34677  mov edx,league of leg.50CCDBDC                                    "start"
50C346EB  push league of leg.50CCB610                                       "function"
50C3471B  mov edx,league of leg.50CCB620                                    "name"
50C347B4  mov edx,league of leg.50CCB630                                    "s1"
50C34801  mov edx,league of leg.50CCB634                                    "s2"
50C34846  mov edx,league of leg.50CCB638                                    "s3"
50C3488B  mov edx,league of leg.50CCB63C                                    "s4"
50C348D0  mov edx,league of leg.50CCB640                                    "s5"
50C34915  mov edx,league of leg.50CCB644                                    "s6"
50C3495A  mov edx,league of leg.50CCB648                                    "s7"
50C3499F  mov edx,league of leg.50CCB64C                                    "s8"
50C34D31  adc byte ptr ds:[ecx+10EE1A00],bl                                 "KindredWolfSkin01.blnd"
50C35C2E  mov esp,10F13CB5                                                  "Skin03_ULT_Ground_06.skn"
50C36A4A  push league of leg.50CC94C4                                       "Location"
50C36A6E  push league of leg.50CC94D0                                       "Content-Length"
50C36AA7  push league of leg.50CC94E0                                       "Transfer-Encoding"
50C36ABE  push league of leg.50CC94F4                                       "chunked"
50C36B97  mov dx,word ptr ds:[50CC94FC]                                     "0x"
50C36C81  mov dx,word ptr ds:[50CC94FC]                                     "0x"
50C36D60  push league of leg.50CCDE98                                       "https:"
50C36DAC  mov ecx,dword ptr ds:[50CC9500]                                   "GET "
50C36DFF  mov ecx,dword ptr ds:[50CC9508]                                   " HTTP/1.1
"
50C36E05  mov edx,dword ptr ds:[50CC950C]                                   "P/1.1
"
50C36E0D  mov ecx,dword ptr ds:[50CC9510]                                   "1
"
50C36E29  mov edx,dword ptr ds:[50CC9514]                                   "Accept: */*
"
50C36E2F  mov ecx,dword ptr ds:[50CC9518]                                   "pt: */*
"
50C36E37  mov edx,dword ptr ds:[50CC951C]                                   "*/*
"
50C36E63  mov esi,league of leg.50CC9524                                    "Accept-Language: zh-cn
"
50C36E80  mov esi,league of leg.50CC9540                                    "Content-Type: application/x-www-form-urlencoded
"
50C36E9E  mov esi,league of leg.50CC9574                                    "Accept-Encoding: deflate
"
50C36EBD  mov esi,league of leg.50CC9590                                    "User-Agent: VutcWebServicePlugdata
"
50C36EF8  push league of leg.50CC95B8                                       "Host: %s
"
50C36F2C  push league of leg.50CC95C4                                       "Host: %s:%d
"
50C36F50  mov esi,league of leg.50CC95D4                                    "Connection: Keep-Alive

"
50C37727  mov esp,10F12CB5                                                  "s_Skin02_P_DeathAnim.skn"
50C378AA  push league of leg.50CD2208                                       "qword ptr "
50C37C03  push 10A9B1E1                                                     "ee\skins\base\animations\"
50C387EA  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C38887  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C38B44  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C38BCB  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C38D74  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C38E16  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C39167  push league of leg.50CCE474                                       "C stack overflow"
50C39249  push league of leg.50CCE474                                       "C stack overflow"
50C39ACF  push league of leg.50CCDECC                                       "function '%s'"
50C39B13  push league of leg.50CCDEDC                                       "main chunk"
50C39B59  push league of leg.50CCDECC                                       "function '%s'"
50C39B8E  push league of leg.50CCDEE8                                       "function <%s:%d>"
50C39C79  push league of leg.50CCDEFC                                       "%s
"
50C39CB1  push league of leg.50CCDF00                                       "stack traceback:"
50C39D67  push league of leg.50CCDF14                                       "
	..."
50C39DA7  push league of leg.50CCDF1C                                       "Slnt"
50C39DB8  push league of leg.50CCDF24                                       "
	%s:"
50C39DCE  push league of leg.50CCDF2C                                       "%d:"
50C39E06  push league of leg.50CCDF30                                       " in "
50C39E6C  push league of leg.50CCDF38                                       "
	(...tail calls...)"
50C39F1D  mov ecx,league of leg.50CCDF6C                                    "method"
50C39F44  push league of leg.50CCDF50                                       "bad argument #%d (%s)"
50C39F64  push league of leg.50CCDF74                                       "calling '%s' on bad self (%s)"
50C39FA2  push league of leg.50CCDF94                                       "bad argument #%d to '%s' (%s)"
50C39FF9  push league of leg.50CCDFB4                                       "%s expected, got %s"
50C3A060  push league of leg.50CCDFC8                                       "Sl"
50C3A07D  push league of leg.50CCDFCC                                       "%s:%d: "
50C3A13D  push league of leg.50CCDFC8                                       "Sl"
50C3A15A  push league of leg.50CCDFCC                                       "%s:%d: "
50C3A267  push league of leg.50CCDFD4                                       "%s: %s"
50C3A2F4  mov eax,league of leg.50CCDFDC                                    "exit"
50C3A321  mov ebx,league of leg.50CCF154                                    "FILE*"
50C3A3C2  push league of leg.50CCF154                                       "FILE*"
50C3A439  mov ebx,league of leg.50CCF154                                    "FILE*"
50C3A54D  push league of leg.50CCDFE4                                       "invalid option '%s'"
50C3A60B  mov ebx,league of leg.50CCE01C                                    "value expected"
50C3A856  push league of leg.50CCE02C                                       "buffer too large"
50C3AA37  push league of leg.50CCE040                                       "cannot %s %s: %s"
50C3AB80  push league of leg.50CCE058                                       "=stdin"
50C3ABED  push league of leg.50CC97BC                                       "rb"
50C3AC03  push league of leg.50CCE068                                       "reopen"
50C3AC2A  push league of leg.50CCE060                                       "@%s"
50C3AC4E  push league of leg.50CC5838                                       "open"
50C3AD42  push league of leg.50CCE070                                       "read"
50C3AE9E  mov eax,league of leg.50CCE098                                    "__tostring"
50C3AF67  mov eax,league of leg.50CCC144                                    "true"
50C3AF6E  mov eax,league of leg.50CCC14C                                    "false"
50C3AF81  mov ebx,league of leg.50CCE0A4                                    "nil"
50C3AFD9  push league of leg.50CCE0A8                                       "%s: %p"
50C3B056  push league of leg.50CCE0B0                                       "too many upvalues"
50C3B05B  push league of leg.50CCDFF8                                       "stack overflow (%s)"
50C3B25F  mov eax,league of leg.50CCE0C4                                    "_LOADED"
50C3B4DD  push league of leg.50CCE0CC                                       "PANIC: unprotected error in call to Vmp API (%s)
"
50C3B56D  push league of leg.50CCE11C                                       "version mismatch: app. needs %f, Vmp core provides %f"
50C3B588  push league of leg.50CCE100                                       "multiple Vmp VMs detected"
50C3B5B2  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C3B64C  push league of leg.50CCE158                                       "bad conversion number->int; must recompile Vmp with proper settings"
50C3B68B  mov eax,league of leg.50CCE1E4                                    "_PRELOAD"
50C3B974  push league of leg.50CCE1F0                                       "not enough memory"
50C3BD45  mov eax,league of leg.50CCE204                                    "(*vararg)"
50C3BD94  mov eax,league of leg.50CCE210                                    "(*temporary)"
50C3BE29  mov edx,league of leg.50CCE22C                                    "=?"
50C3BE3D  mov ecx,league of leg.50CCE230                                    "main"
50C3BE46  mov ecx,league of leg.50CCE238                                    "Vmp"
50C3BE62  mov dword ptr ds:[eax+10],league of leg.50CCE220                  "=[C]"
50C3C352  mov eax,league of leg.50CCE23C                                    "local"
50C3C39F  mov ecx,league of leg.50CCE244                                    "_ENV"
50C3C3CD  mov eax,league of leg.50CCE24C                                    "global"
50C3C3DB  mov eax,league of leg.50CCE254                                    "field"
50C3C3FD  mov eax,league of leg.50CCE25C                                    "upvalue"
50C3C410  mov eax,league of leg.50CCE25C                                    "upvalue"
50C3C44E  mov eax,league of leg.50CCE264                                    "constant"
50C3C46F  mov eax,league of leg.50CCDF6C                                    "method"
50C3C51C  mov dword ptr ds:[edi],league of leg.50CCE270                     "for iterator"
50C3C522  mov eax,league of leg.50CCE270                                    "for iterator"
50C3C599  mov eax,league of leg.50CCE280                                    "metamethod"
50C3C670  mov eax,league of leg.50CCE25C                                    "upvalue"
50C3C681  mov eax,league of leg.50CCE25C                                    "upvalue"
50C3C704  push league of leg.50CCE2B0                                       "attempt to %s a %s value"
50C3C745  push league of leg.50CCE28C                                       "attempt to %s %s '%s' (a %s value)"
50C3C786  push league of leg.50CCE2CC                                       "concatenate"
50C3C7FE  push league of leg.50CCE2F0                                       "attempt to compare two %s values"
50C3C80B  push league of leg.50CCE314                                       "attempt to compare %s with %s"
50C3C884  push league of leg.50CCE334                                       "%s:%d: %s"
50C3CE7E  mov dx,word ptr ds:[50CCFBA8]                                     "!
"
50C3CF82  push league of leg.50CCE340                                       "%.14g"
50C3CFAF  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C3D251  push league of leg.50CCE350                                       "loop in gettable"
50C3D25C  push league of leg.50CCE348                                       "index"
50C3D3EB  push league of leg.50CCE364                                       "loop in settable"
50C3D426  push league of leg.50CCE348                                       "index"
50C3DC7D  push league of leg.50CCE378                                       "string length overflow"
50C3DC88  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C3DC96  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C3DD01  push league of leg.50CCE390                                       "get length of"
50C3DE9A  push league of leg.50CCE2D8                                       "perform arithmetic on"
50C3E15B  add eax,5050500                                                   L"
"
50C3E176  add eax,5030205                                                   "0
"
50C3F50E  push league of leg.50CCE3A0                                       "'for' initial value must be a number"
50C3F51C  push league of leg.50CCE3C8                                       "'for' limit must be a number"
50C3F52A  push league of leg.50CCE3E8                                       "'for' step must be a number"
50C3F8EB  push league of leg.50CCE404                                       "invalid key to 'next'"
50C3FB8B  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C3FC2C  push league of leg.50CCE41C                                       "table overflow"
50C3FC4A  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C3FD89  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C4008A  push league of leg.50CCE42C                                       "table index is nil"
50C400B1  push league of leg.50CCE440                                       "table index is NaN"
50C405BD  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C40669  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C408BA  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C408E5  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C40CB4  push league of leg.50CCE454                                       "error in error handling"
50C40E82  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C40F33  push league of leg.50CCE00C                                       "stack overflow"
50C41105  push league of leg.50CCE46C                                       "call"
50C41476  push league of leg.50CCE474                                       "C stack overflow"
50C41624  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C4168E  mov edx,league of leg.50CCE474                                    "C stack overflow"
50C416A8  mov edx,league of leg.50CCE488                                    "cannot resume non-suspended coroutine"
50C416DD  mov edx,league of leg.50CCE4B0                                    "cannot resume dead coroutine"
50C41845  push league of leg.50CCE4D0                                       "attempt to yield across a C-call boundary"
50C41850  push league of leg.50CCE4FC                                       "attempt to yield from outside a coroutine"
50C419BB  push league of leg.50CCE554                                       "binary"
50C419C0  push league of leg.50CCE528                                       "attempt to load a %s chunk (mode is '%s')"
50C41A0F  push league of leg.50CCE55C                                       "text"
50C41A14  push league of leg.50CCE528                                       "attempt to load a %s chunk (mode is '%s')"
50C41E34  push league of leg.50CCE564                                       "nN"
50C41E4B  push league of leg.50CCE568                                       "xX"
50C41EF5  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C420B2  mov ecx,league of leg.50CCE56C                                    "(null)"
50C42178  push league of leg.50CCE574                                       "%p"
50C42268  push league of leg.50CCE00C                                       "stack overflow"
50C42273  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C42283  push league of leg.50CCE57C                                       "invalid option '%%%c' to 'vmp_pushfstring'"
50C42381  mov ax,dword ptr ds:[50CCE5A8]                                    "..."
50C423B2  mov ecx,dword ptr ds:[50CCE5AC]                                   "[string ""
50C423BA  mov edx,dword ptr ds:[50CCE5B0]                                   "ing ""
50C42404  mov dx,word ptr ds:[50CCE5A8]                                     "..."
50C4241E  mov cx,word ptr ds:[50CCE5B8]                                     ""]"
50C436A2  mov eax,league of leg.50CCE5BC                                    "no message"
50C436A8  push league of leg.50CCE5C8                                       "error in __gc metamethod (%s)"
50C4409D  push league of leg.50CCF908                                       "memory allocation error: block too big"
50C441B3  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4423B  mov ebx,league of leg.50CCE788                                    "nil or table expected"
50C44363  mov ebx,league of leg.50CCE7A0                                    "full userdata expected, got light userdata"
50C44552  mov dword ptr ss:[esp+C],league of leg.50CCE7CC                   "flnStu"
50C44694  push league of leg.50CCE7D4                                       ">%s"
50C4476F  mov ebx,league of leg.50CCE7F4                                    "invalid option"
50C447E4  push league of leg.50CCE804                                       "source"
50C447FE  push league of leg.50CCE80C                                       "short_src"
50C44820  push league of leg.50CCE818                                       "linedefined"
50C44836  push league of leg.50CCE824                                       "lastlinedefined"
50C44853  push league of leg.50CCE834                                       "what"
50C44881  push league of leg.50CCE83C                                       "currentline"
50C448B5  push league of leg.50CCE848                                       "nups"
50C448DB  push league of leg.50CCE850                                       "nparams"
50C44908  push league of leg.50CCE858                                       "isvararg"
50C4493B  push league of leg.50CCB620                                       "name"
50C44955  push league of leg.50CCE864                                       "namewhat"
50C44994  push league of leg.50CCE870                                       "istailcall"
50C449C0  push league of leg.50CCE87C                                       "activelines"
50C449E6  push league of leg.50CCE888                                       "func"
50C449FB  mov ebx,league of leg.50CCE7D8                                    "function or level expected"
50C44BBF  mov ebx,league of leg.50CCE890                                    "level out of range"
50C44C78  mov ebx,league of leg.50CCE890                                    "level out of range"
50C44E22  mov ebx,league of leg.50CCE01C                                    "value expected"
50C44EAE  push league of leg.50CCE8A4                                       ">u"
50C44EE3  mov ebx,league of leg.50CCE8A8                                    "invalid upvalue index"
50C44F7B  mov ebx,league of leg.50CCE8C0                                    "Vmp function expected"
50C44FAA  mov ebx,league of leg.50CCE8C0                                    "Vmp function expected"
50C44FD5  mov eax,league of leg.50CCE8D8                                    "_HKEY"
50C45249  mov eax,league of leg.50CCE8D8                                    "_HKEY"
50C45263  push league of leg.50CCE654                                       "__mode"
50C453C3  push league of leg.50CCE8E4                                       "external hook"
50C453EE  mov eax,league of leg.50CCE8D8                                    "_HKEY"
50C454F0  push league of leg.50CCE8F4                                       "vmp_debug> "
50C454F5  push league of leg.50CC9294                                       "%s"
50C45541  mov ecx,league of leg.50CCE900                                    "cont
"
50C4559C  mov ecx,league of leg.50CCE908                                    "=(debug command)"
50C4563E  push league of leg.50CCDEFC                                       "%s
"
50C45684  push league of leg.50CCE8F4                                       "vmp_debug> "
50C45689  push league of leg.50CC9294                                       "%s"
50C46162  mov ebx,league of leg.50CCE978                                    "field cannot be negative"
50C46173  mov ebx,league of leg.50CCE994                                    "width must be positive"
50C46187  push league of leg.50CCE9AC                                       "trying to access non-existent bits"
50C463D8  push league of leg.50CCE9F8                                       "too many arguments to resume"
50C4642B  mov ebx,league of leg.50CCE4B0                                    "cannot resume dead coroutine"
50C4649F  mov ebx,league of leg.50CCEA18                                    "too many results to resume"
50C464EF  mov ebx,league of leg.50CCEA34                                    "coroutine expected"
50C46729  mov ebx,league of leg.50CCEA34                                    "coroutine expected"
50C46765  push league of leg.50CCEA48                                       "running"
50C467AA  mov ebx,league of leg.50CCEA64                                    "dead"
50C467CB  mov ebx,league of leg.50CCEA5C                                    "normal"
50C467EC  mov ebx,league of leg.50CCEA50                                    "suspended"
50C4691C  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C469AF  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46A3F  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46ACF  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46B5F  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46BEF  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46C7F  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46D0F  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46D9F  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46E2F  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46EFB  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C46FA8  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C47058  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C4712B  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C471E1  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C4721D  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C4729F  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C4736B  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C474A0  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C4751F  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C475B0  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C47640  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C476DD  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C477CD  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C4793B  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C47ABB  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C47B42  push league of leg.50CCEB30                                       "wrong number of arguments"
50C47B79  mov ebx,league of leg.50CCEB1C                                    "interval is empty"
50C47BD7  mov ebx,league of leg.50CCEB1C                                    "interval is empty"
50C47C26  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C47D26  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C47D37  push league of leg.50CCEB4C                                       "pi"
50C47D67  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C47D78  push league of leg.50CCEB50                                       "huge"
50C48463  push league of leg.50CCEBBC                                       "resulting string too large"
50C485CE  push league of leg.50CCEBD8                                       "string slice too long"
50C485EA  push league of leg.50CCEBD8                                       "string slice too long"
50C485EF  push league of leg.50CCDFF8                                       "stack overflow (%s)"
50C487F8  mov ebx,league of leg.50CCEBF0                                    "value out of range"
50C488C6  push league of leg.50CCEC04                                       "unable to dump given function"
50C48931  push league of leg.50CCEC7C                                       "malformed pattern (missing ']')"
50C4893D  push league of leg.50CCEC58                                       "malformed pattern (ends with '%%')"
50C48B0E  push league of leg.50CCEC9C                                       "malformed pattern (missing arguments to '%%b')"
50C48CAC  push league of leg.50CCECCC                                       "too many captures"
50C48D00  push league of leg.50CCEC40                                       "invalid pattern capture"
50C48DBF  push league of leg.50CCEC24                                       "invalid capture index %%%d"
50C48DEB  push league of leg.50CCECE0                                       "pattern too complex"
50C4906E  push league of leg.50CCECF4                                       "missing '[' after '%%f' in pattern"
50C4907B  push league of leg.50CCEC7C                                       "malformed pattern (missing ']')"
50C49088  push league of leg.50CCEC58                                       "malformed pattern (ends with '%%')"
50C49255  push league of leg.50CCED18                                       "invalid capture index"
50C4926B  push league of leg.50CCED30                                       "unfinished capture"
50C492EA  push league of leg.50CCECCC                                       "too many captures"
50C492EF  push league of leg.50CCDFF8                                       "stack overflow (%s)"
50C49333  push league of leg.50CCED44                                       "^$*+?.([%-"
50C49A80  push league of leg.50CCED50                                       "invalid use of '%c' in replacement string"
50C49B82  push league of leg.50CCED7C                                       "invalid replacement value (a %s)"
50C49CF3  mov ebx,league of leg.50CCEDA0                                    "string/function/table expected"
50C49F4D  push league of leg.50CCEDC0                                       "\%d"
50C49F5D  push league of leg.50CCEDC4                                       "\%03d"
50C4A025  push league of leg.50CCEDCC                                       "-+ #0"
50C4A045  push league of leg.50CCEDD4                                       "invalid format (repeated flags)"
50C4A0AC  push league of leg.50CCEDF4                                       "invalid format (width or precision too long)"
