Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
516AE4BA  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516AE535  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516AE5DC  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516AEE63  fadd dword ptr ds:[ecx+232EB8AE]                                  "
"
516AF00D  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516AF49B  add edx,office.63AA1118                                           L"ak)"
516AFA23  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516AFFBC  mov edi,10F6D376                                                  "skn"
516B03E9  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B04F3  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B08F8  push 111AB8AD                                                     "elkoz_Base_Portal_Rim1.dds"
516B0A21  mov dh,byte ptr ss:[ebp+7335EE34]                                 "RasAutoDialSharedConnection: OpenEvent=%d"
516B0CE1  mov dh,byte ptr ss:[ebp+7335EE0D]                                 "toDialSharedConnection: SetEvent=%d"
516B1295  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B12B0  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B18D2  cmp byte ptr ss:[ebp+3C291B2D],bh                                 "oo"
516B2145  add dword ptr ds:[291B26BD],esi                                   "@!F"
516B2EA8  mov dh,byte ptr ss:[ebp+7335EE1D]                                 "ection: SetEvent=%d"
516B3300  or eax,11B8B317                                                   "rvoyance_MeshGlow.dds"
516B339B  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B39B5  xor byte ptr ds:[ebx+10B58FC3],ch                                 "und.troybin"
516B39D2  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B403F  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516B4131  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516B454A  xchg byte ptr ds:[C951ABD],dh                                     "


"
516B462B  mov ebp,d3d9.636B1427                                             "parameter passed to CStateBlockAPI::QueryInterface"
516B4CCA  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B4DEF  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516B51C5  lds esp,dword ptr ds:[ebx+3C291BCD]                               "oo"
516B522F  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B5E86  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B6341  mov ebp,d3d9.636B1432                                             "assed to CStateBlockAPI::QueryInterface"
516B6ECF  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516B7035  mov ebp,2C93B93E                                                  L" 
L"
516B70CA  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516B74B8  mov dh,byte ptr ss:[ebp+7335EE10]                                 "ialSharedConnection: SetEvent=%d"
516B75DD  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516B78E5  xchg byte ptr ds:[C9520BD],dh                                     ":\ProgramData"
516B81B1  mov ebp,3C291B09                                                  "oo"
516B8F77  test byte ptr ds:[11ACB6E0],94                                    ".dds"
516BA2BC  test byte ptr ds:[11ACB6E0],94                                    ".dds"
516BA6DB  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516BA89C  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516BAB08  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516BAB95  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516BAC12  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516BAEC8  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516BBBA5  mov dh,byte ptr ss:[ebp+7335EE10]                                 "ialSharedConnection: SetEvent=%d"
516BC4C1  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516BC4D5  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516BC7AC  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516BCC66  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516BCC75  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516BD2BB  mov ebx,203ECDA4                                                  "qqq"
516BD4B6  sub dword ptr ds:[edx+10BD3D42],eax                               ".troybin"
516BD70B  mov eax,7879903                                                   ".dll"
516BDE90  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516BE42E  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516BE5BB  test byte ptr ds:[11ACB6E0],94                                    ".dds"
516BEA71  fcomp dword ptr ss:[ebp+11ACCA52]                                 "or-unleashthebeastflash32.DDS"
516BEAC1  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516BF0A3  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516BF0FC  lea edi,dword ptr ds:[edi+11AC5DC8]                               "ticles/color-runeprison.DDS"
516BF2AC  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516BF602  mov dh,byte ptr ss:[ebp+7335EE10]                                 "ialSharedConnection: SetEvent=%d"
516BFB69  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516BFC6C  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516BFD3C  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C02D3  xor byte ptr ds:[ebx+10B58FC3],ch                                 "und.troybin"
516C04E5  mov dh,byte ptr ss:[ebp+7335EE26]                                 "etEvent=%d"
516C0B7D  or esp,dword ptr ds:[ebx+3C291BCD]                                "oo"
516C0CD7  mov ebp,d3d9.636B1429                                             "rameter passed to CStateBlockAPI::QueryInterface"
516C1712  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C19AF  xor byte ptr ds:[ecx+10B5942C],ch                                 "\Sejuani_Frost_Arctic_Overhead.troybin"
516C19CC  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C1A6D  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C1E69  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C1F11  xor byte ptr ds:[ecx+10B5942C],ch                                 "\Sejuani_Frost_Arctic_Overhead.troybin"
516C20FB  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516C23BA  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516C2571  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516C2CCD  adc al,byte ptr ds:[edx+10BD3D42]                                 ".troybin"
516C2E1F  xchg byte ptr ds:[C9520BD],dh                                     ":\ProgramData"
516C3266  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C32BD  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516C33EE  xor byte ptr ds:[ecx+10B5942C],ch                                 "\Sejuani_Frost_Arctic_Overhead.troybin"
516C3725  mov esi,dword ptr ds:[esi+41D034B8]                               " ("
516C37E0  add eax,1352F58F                                                  "SRU_RaptorNest_Glow_1.dds"
516C3861  cmp dword ptr ss:[ebp+2C93B93E],edi                               L" 
L"
516C3972  mov ebp,2C93B93E                                                  L" 
L"
516C3984  cmp byte ptr ss:[ebp+3C291B20],bh                                 "ooo"
516C3A36  mov ebp,3C291B20                                                  "ooo"
516C3AE7  mov ebp,3C291B20                                                  "ooo"
516C3BB9  mov ebp,2C93B93E                                                  L" 
L"
516C4232  cmp byte ptr ss:[ebp+3C291B11],bh                                 "oo"
516C449F  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C4538  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516C492F  sub eax,10B58CBC                                                  "inion.troybin"
516C54B4  mov eax,dword ptr ds:[F8F054D]                                    "G}u"
516C5C6F  mov ebp,d3d9.636B1431                                             "passed to CStateBlockAPI::QueryInterface"
516C5F9C  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516C66EA  mov ebp,d3d9.636B1433                                             "ssed to CStateBlockAPI::QueryInterface"
516C6873  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C7C18  cmp byte ptr ss:[ebp+3AC61B40],bh                                 "
"
516C7C67  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C7D37  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C7DC1  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516C8362  xor eax,kernel32.76B8B79C                                         "zeAutoProxyDll"
516C9474  add eax,1352618F                                                  "sru_river_grassripple_03.troybin"
516C9FAA  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516CA3C3  mov ebp,d3d9.636B142A                                             "ameter passed to CStateBlockAPI::QueryInterface"
516CA788  cmp eax,11B59168                                                  "er_ring.dds"
516CAC1B  xor byte ptr ds:[ebx+10B58FC3],ch                                 "und.troybin"
516CACAD  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516CB094  xchg byte ptr ds:[755310BD],dh                                    "9U9n9x9"
516CC037  fadd dword ptr ds:[ecx+715AB8AE]                                  L"ion = %s"
516CC3EF  mov ebp,3C291B41                                                  "oo"
516CCC96  mov ebp,3C291B04                                                  "ooo"
516CCCA1  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516CCCBD  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516CCD18  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516CCD71  xor byte ptr ds:[ebx+11B58FC3],ch                                 "A/Particles/nocturne_cyber_uv_trans.dds"
516CD3B3  mov ebp,3C291B09                                                  "oo"
516CDE2C  push ddraw.65299EAA                                               ": Error in driver's ZPixelFormats query: driver returned bad-sized buffer"
516CF7D3  sal byte ptr ss:[ebp+7717FEB8],5A                                 "onUsers"
516CFFAE  mov eax,11D77D24                                                  "green.dds"
516D01F9  fadd dword ptr ds:[ecx+1098B8AE]                                  "p.anm"
516D035F  xor byte ptr ds:[ecx+10B5942C],ch                                 "\Sejuani_Frost_Arctic_Overhead.troybin"
516D0591  fadd dword ptr ds:[ecx+1100B8AE]                                  "iora_Skin04_W_Arrow_02.dds"
516D0A8E  mov ebp,d3d9.636B143D                                             "tateBlockAPI::QueryInterface"
516D0F28  mov ebp,d3d9.636B143D                                             "tateBlockAPI::QueryInterface"
516D0F48  cmp byte ptr ss:[ebp+3C291B09],bh                                 "oo"
516D1466  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516D1617  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D17CE  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D183F  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D1992  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D1C30  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D1E90  and byte ptr ds:[FB58CBC],ch                                      "crossbones2.SCB"
516D2523  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516D265C  add dword ptr ds:[edx+10BD3D42],1E                                ".troybin"
516D3068  mov dh,byte ptr ss:[ebp+7335EE08]                                 "RasAutoDialSharedConnection: SetEvent=%d"
516D31D9  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D3390  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
516D35AC  xor eax,dword ptr ds:[edx+10BD3D42]                               ".troybin"
516D364F  fadd dword ptr ds:[ecx+1342B8AE]                                  "erLifetime.dds"
516D3E73  mov edi,10F6D376                                                  "skn"
516D4080  sub eax,10B58CBC                                                  "inion.troybin"
516D5194  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D5557  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516D624F  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D64F7  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D6512  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D665A  or eax,51A6A99D                                                   "Locinfo@1@I@Z"
516D6D6D  mov dword ptr ss:[esp+4],10FEC182                                 "rthus_Skin01_P_Avatar.troybin"
516D7691  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516D7B9E  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516D7BC3  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516D7DCA  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516D7DE2  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516D84EC  test eax,3ECDA188                                                 "Xerath"
516D89BF  sbb eax,league of.C5E15E                                          "D$8"
516D8C37  and eax,CC79632                                                   L"385 (win7_rtm.090713-1255)"
516D8D50  pop dword ptr ds:[edx+10BD3D42]                                   ".troybin"
516D8EB0  xor byte ptr ss:[ebp+ebx*8+10B59249],ch                           "a_sound.troybin"
516D9079  and al,byte ptr ds:[13525B8F]                                     "sru_river_waterlily_01.troybin"
516D9677  mov ebp,3AC61B40                                                  "
"
516D97FF  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516D9BD0  add ebp,dword ptr ss:[ebp+777D81B8]                               "gth does not fit in an UNICODE_STRING.
"
516D9C48  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516D9CB9  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516D9D64  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516DA06A  xchg byte ptr ds:[43280BBD],dh                                    "000"
516DA2A3  xor byte ptr ds:[ecx+11B5942C],ch                                 ".dds"
516DA401  xchg byte ptr ds:[C951ABD],dh                                     "


"
516DA746  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516DA7A5  cmp al,byte ptr ds:[edx+10BD3D42]                                 ".troybin"
516DAB6C  sub eax,10B58CBC                                                  "inion.troybin"
516DB0F3  mov ebp,d3d9.636B141D                                             "id ppvObj parameter passed to CStateBlockAPI::QueryInterface"
516DB716  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516DC90F  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516DD433  cmp byte ptr ss:[ebp+3C291B09],bh                                 "oo"
516DD487  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516DD4CA  mov ebp,3C291B09                                                  "oo"
516DE80F  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516DE8F7  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516DEBE6  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
516DEC8F  mov ecx,11ACD784                                                  "/Particles/color-voidoozebubbles-red_colorblind.dds"
516DED39  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516DF096  mov eax,dword ptr ds:[3D8F054D]                                   "UUU"
516DF255  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516DF31B  sub eax,10B9F31A                                                  "\Skins\Skin06\Particles\Blitzcrank_Skin06_E_tar_1.troybin"
516DF4AF  mov edi,10F6D376                                                  "skn"
516DF543  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516DF900  mov ebp,2C93B93C                                                  L"
 
L"
516DFA7F  xchg byte ptr ds:[C9528BD],dh                                     "40702/sdk\platform-tools;D:/adt-bundle-windows-x86-20140702/sdk\tools;C:\Program Files (x86)\IDM Computer Solutions\UltraEdit\"
516DFDA2  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516E139F  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E1811  xor byte ptr ds:[edx+edi*4+10B58C95],ch                           "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516E266A  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516E2CE4  xor byte ptr ds:[ebx+10B58FC3],ch                                 "und.troybin"
516E2D7C  mov ebp,d3d9.636B141F                                             " ppvObj parameter passed to CStateBlockAPI::QueryInterface"
516E36D9  add dword ptr ds:[edi+7600B9FC],ecx                               L"ingPaneSizer_Visible"
516E393C  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E3A29  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516E3CB2  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E3D10  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E3E11  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516E4509  rol byte ptr ds:[ecx+11ACCDD4],94                                 "-urfghostglow.dds"
516E5B02  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E5B78  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E5BEE  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E5C64  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E5D72  mov al,dword ptr ds:[3C291BCD]                                    "oo"
516E63FB  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E6ACC  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E782E  mov ecx,11ACD784                                                  "/Particles/color-voidoozebubbles-red_colorblind.dds"
516E83C2  mov eax,dword ptr ds:[118F054D]                                   "s/Riftwalk_Flashback.troybin"
516E8EEF  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E9BDE  add dword ptr ds:[edx+10BD3D42],eax                               ".troybin"
516E9D1F  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516E9E63  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516EA5F5  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516EAE79  mov edi,10F6D376                                                  "skn"
516EB0AC  mov dh,byte ptr ss:[ebp+7335EE10]                                 "ialSharedConnection: SetEvent=%d"
516EB62B  mov ebp,3C291B40                                                  "ooo"
516EB79A  sbb dword ptr ds:[ecx+12F91BB5],edx                               "dds"
516EBA07  or eax,gam.AB8B317                                                "bad file."
516EC7B2  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516ECFDD  add dword ptr ds:[edi+7600B9F8],ecx                               L"adingPaneSizer_Visible"
516ED009  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516ED674  sbb dword ptr ds:[ecx+384414B5],edx                               ".3 1 1 1 .4"
516EDEEE  mov dword ptr ss:[esp+8],13219A54                                 "e_3097"
516EE233  xor byte ptr ds:[ecx+10B5942C],ch                                 "\Sejuani_Frost_Arctic_Overhead.troybin"
516EE3F8  xor byte ptr ds:[edx+edi*4+10B58C95],ch                           "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516EE407  fadd dword ptr ds:[edx+10BD3D42]                                  ".troybin"
516EE569  les edx,dword ptr ss:[ebp+4C8C1DB5]                               "`)D"
516EE90F  mov ebp,45AC9035                                                  "e?C"
516EF087  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516EF1A3  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516EF24D  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516EF268  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516EF761  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516EFF66  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516F0131  cmp byte ptr ss:[ebp+3C291B09],bh                                 "oo"
516F05D0  fadd dword ptr ds:[ecx+10C1B8AE]                                  "maokai_gravedigger_e_sapling_pose.scb"
516F0D8E  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516F0DA9  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516F110C  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516F1251  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516F19DC  mov edi,10F6D376                                                  "skn"
516F1B52  xor eax,43280BBD                                                  "000"
516F2072  add edx,office.63AA1118                                           L"ak)"
516F234B  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516F2689  xor byte ptr ds:[edx+edi*4+10B58C95],ch                           "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516F29DA  cmp eax,11B59168                                                  "er_ring.dds"
516F3012  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516F3109  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516F3199  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516F3293  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516F34F2  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516F361F  mov ecx,11ACD784                                                  "/Particles/color-voidoozebubbles-red_colorblind.dds"
516F3F16  mov dh,byte ptr ss:[ebp+7335EE1C]                                 "nection: SetEvent=%d"
516F42B1  xor byte ptr ds:[eax+ebp*8+10B58D39],ch                           "s.troybin"
516F44EE  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516F46F7  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516F4704  fild dword ptr ds:[edx+10BD3D42]                                  ".troybin"
516F6449  or eax,8B8B317                                                    "P*"
516F6915  sbb dword ptr ds:[esi+3AF0AEFE],ecx                               "

"
516F6A89  add byte ptr ss:[ebp+11ACCBCB],al                                 "les/color-uranium_02.dds"
516F6DE0  inc dword ptr ds:[edx+10BD3D42]                                   ".troybin"
516F733F  sar dword ptr ds:[ebx+11B8AD68],cl                                "oyance_Core.dds"
516F736F  mov dh,byte ptr ss:[ebp+7335EE1F]                                 "tion: SetEvent=%d"
516F74AE  mov dword ptr ss:[esp],iertutil.76C82D8E                          L"pt!PlugUIText"
516F7922  mov dh,byte ptr ss:[ebp+7335EE10]                                 "ialSharedConnection: SetEvent=%d"
516F8106  mov ebp,3D8CE43E                                                  "UU"
516F81AE  mov ebp,d3d9.636B1425                                             "j parameter passed to CStateBlockAPI::QueryInterface"
516F838D  mov ebp,d3d9.636B142C                                             "eter passed to CStateBlockAPI::QueryInterface"
516F8E7E  sub eax,34C6765A                                                  "FF"
516F9149  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516F9190  xor byte ptr ds:[edi+ebp*2+10B59119],ch                           "kins\Base\Particles\sejuani_emote_taunt_ashe_sound.troybin"
516F92FD  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516F935B  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516F9A50  xor byte ptr ds:[ebx+8B58FC3],ch                                  "N "
516F9FD5  xor byte ptr ds:[edx+edi*4+10B58C95],ch                           "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516FA9FB  sub eax,10B58CBC                                                  "inion.troybin"
516FB115  xor byte ptr ds:[ecx+10B5942C],ch                                 "\Sejuani_Frost_Arctic_Overhead.troybin"
516FB361  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516FB3AB  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516FB460  xor byte ptr ds:[edx+edi*4+10B58C95],ch                           "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
516FB8FB  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516FBB0D  mov ebp,d3d9.636B141C                                             "lid ppvObj parameter passed to CStateBlockAPI::QueryInterface"
516FC22A  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
516FC3D9  mov dh,byte ptr ss:[ebp+7335EE17]                                 "edConnection: SetEvent=%d"
516FCCE0  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516FD283  xor byte ptr ds:[ebx+10B58FC3],ch                                 "und.troybin"
516FDCD8  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516FDD84  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516FDE36  mov ebx,10B5923D                                                  "unt_lissandra_sound.troybin"
516FE008  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516FEEDC  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
516FEEEB  mov eax,dword ptr ds:[34B5942C]                                   "UUUU"
516FF2F9  mov ebp,d3d9.636B1418                                             "Invalid ppvObj parameter passed to CStateBlockAPI::QueryInterface"
516FF887  or eax,gam.AB8B46B                                                " enough for requested operation."
516FF99B  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
516FF9B6  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
51700182  fadd dword ptr ds:[ecx+110FB8AE]                                  "na_Skin06_Q_Zone_AOE_Glow_2.dds"
51700425  add ebp,iertutil.76CAE83C                                         L"Default\%s\%s\%s\%s!TestBoolExt4NoTimeStamp"
517005B2  sub eax,10B58CBC                                                  "inion.troybin"
51700881  les edx,dword ptr ss:[ebp+12F902B5]                               "dds"
